record_id,incident_date,year,month,city_municipality,barangay,latitude,longitude,flood_risk_level,flood_depth_meters,flood_category,flood_duration_hours,rainfall_mm,weather_condition,typhoon_name,typhoon_alert_level,affected_population,affected_families,evacuees,evacuation_center,fatalities,injuries,estimated_damage_php,infrastructure_damaged,relief_goods_distributed,response_time_hours,data_source
113,2005-04-27,2005,April,Navotas,North Bay Blvd South,14.6536,120.937,High,0.78,Waist-deep,74,139.1,Typhoon,Ondoy,Signal No. 3,3419,689,671,Tangos National High School,0,6,4170552,Homes,Yes,7.0,NDRRMC
114,2001-06-11,2001,June,Valenzuela,Bisig,14.7009,120.9784,Very High,3.74,House-roof level,119,56.3,Typhoon,Ulysses,Signal No. 1,5237,994,1989,Valenzuela National High School Gym,0,15,38802227,Bridges,Yes,3.8,PAGASA
115,2010-07-03,2010,July,Valenzuela,Lawang Bato,14.7053,120.9759,Very High,3.76,House-roof level,159,377.4,Typhoon,Pepito,Signal No. 2,2812,557,908,Lawang Bato Covered Court,5,37,23889201,Roads and Homes,No,1.6,PAGASA
116,2017-02-04,2017,February,Valenzuela,Lingunan,14.7071,120.9811,High,2.42,House-roof level,46,200.6,Typhoon,None (Monsoon),None,5904,1554,1013,Bisig Elementary School,0,9,31648389,Roads,No,23.2,DSWD
117,2023-10-10,2023,October,Valenzuela,Punturin,14.711400000000001,120.9832,High,0.66,Waist-deep,37,418.9,Heavy Rain,None (Monsoon),None,2288,477,285,Valenzuela National High School Gym,0,5,3259979,Bridges and Roads,Yes,21.0,MMDA
118,2009-09-25,2009,September,Valenzuela,Parada,14.6984,120.9797,High,1.59,Neck-deep,48,424.9,Heavy Rain,None (Monsoon),None,2683,759,779,Lingunan Elementary School,0,6,5517025,Homes,No,11.5,PAGASA
119,2013-11-01,2013,November,Marikina,Tumana,14.6553,121.1053,Very High,1.55,Neck-deep,143,442.5,Scattered Showers,Tonyo,Signal No. 2,7431,2009,2223,Calumpang Elementary School,0,7,22834588,Bridges and Roads,No,7.4,MMDA
120,2014-10-18,2014,October,Marikina,Calumpang,14.6471,121.10379999999999,Very High,1.42,Chest-deep,157,427.4,Typhoon,Nonoy,Signal No. 4,7026,1526,1571,Tumana Elementary School,0,11,20851274,Roads and Homes,Yes,22.0,DSWD
121,2002-08-20,2002,August,Marikina,Concepcion Dos,14.661399999999999,121.1092,Very High,2.6,House-roof level,31,52.6,Heavy Rain,Tisoy,Signal No. 2,7942,2207,3140,Tumana Elementary School,5,14,25737191,Bridges and Roads,No,16.0,NDRRMC
122,2000-04-18,2000,April,Marikina,Industrial Valley,14.6528,121.11240000000001,High,1.74,Neck-deep,58,264.3,Continuous Rain,Kiko,Signal No. 4,297,60,24,Marikina Sports Center,0,16,412284,Homes,No,19.2,NDRRMC
123,2016-09-25,2016,September,Marikina,Nangka,14.6689,121.10679999999999,High,2.89,House-roof level,64,170.0,Heavy Rain,None (Monsoon),None,4828,986,644,Marikina Sports Center,4,12,22400057,Bridges,Yes,12.2,LGU Report
124,2014-11-10,2014,November,Marikina,Fortune,14.671899999999999,121.1102,High,1.83,Neck-deep,18,134.6,Monsoon Rains,None (Monsoon),None,7530,2100,1477,Marikina City Hall Gymnasium,0,2,25752669,None,Yes,4.7,PAGASA
125,2000-09-13,2000,September,Pasig,Pinagbuhatan,14.5605,121.1044,Very High,4.35,House-roof level,162,209.3,Monsoon Rains,Pepito,Signal No. 2,1381,280,518,Pasig Sports Center,0,24,12082093,None,Yes,12.3,PAGASA
126,2002-05-29,2002,May,Pasig,Bambang,14.559,121.0987,Very High,0.89,Waist-deep,71,295.5,Scattered Showers,Tonyo,Signal No. 1,7070,1500,1221,Pasig Sports Center,0,7,6017180,Bridges,No,2.5,DSWD
127,2013-04-01,2013,April,Pasig,Ugong,14.564,121.07050000000001,High,2.45,House-roof level,15,363.6,Scattered Showers,Marce,Signal No. 3,872,204,121,Pasig City Hall Gymnasium,1,14,2606055,Bridges,No,11.0,DSWD
128,2022-12-26,2022,December,Pasig,Dela Paz,14.5738,121.0824,High,1.4,Chest-deep,9,289.2,Scattered Showers,Marce,Signal No. 1,934,253,147,Pasig Sports Center,0,6,2691483,Bridges,Yes,16.6,MMDA
129,2006-03-24,2006,March,Pasig,Palatiw,14.5625,121.1011,High,1.03,Chest-deep,40,160.4,Scattered Showers,Ulysses,Signal No. 3,4239,1105,475,Bambang Elementary School,0,10,6512600,Bridges,No,0.7,LGU Report
130,2014-11-26,2014,November,Quezon City,Batasan Hills,14.688699999999999,121.1143,High,2.57,House-roof level,54,222.2,Monsoon Rains,None (Monsoon),None,6786,1549,1830,Batasan Hills National High School Gym,0,22,15725717,Homes,No,17.8,LGU Report
131,2010-11-15,2010,November,Quezon City,Commonwealth,14.681600000000001,121.1088,High,1.18,Chest-deep,41,422.8,Monsoon Rains,Kiko,Signal No. 2,6888,1628,1741,Quezon City Reception Area,0,11,11567903,Homes,Yes,19.7,LGU Report
132,2022-05-25,2022,May,Quezon City,Payatas,14.7242,121.1182,High,0.68,Waist-deep,44,219.3,Monsoon Rains,Nonoy,Signal No. 4,2182,572,295,Payatas Elementary School Covered Court,0,4,2245263,Bridges and Roads,Yes,19.1,PAGASA
133,2024-01-31,2024,January,Quezon City,Bagong Silangan,14.7009,121.13180000000001,Moderate,0.93,Waist-deep,7,192.0,Heavy Rain,None (Monsoon),None,1095,227,133,QC Sports Club,0,6,2478279,Roads,Yes,2.8,MMDA
134,2022-11-27,2022,November,Quezon City,Novaliches Proper,14.734300000000001,121.0243,Moderate,1.15,Chest-deep,37,199.6,Scattered Showers,Tisoy,Signal No. 2,4955,1256,557,Quezon City Reception Area,0,7,4040621,Roads,Yes,8.7,PAGASA
135,2020-06-04,2020,June,Manila,Tondo,14.6183,120.96820000000001,Very High,3.64,House-roof level,145,338.8,Heavy Rain,Ulysses,Signal No. 3,4156,1124,1057,Tondo Sports Complex,3,6,28051230,Bridges,Yes,13.5,PAGASA
136,2019-02-15,2019,February,Manila,Binondo,14.599400000000001,120.9748,High,2.89,House-roof level,35,306.2,Typhoon,Ondoy,Signal No. 2,6735,1740,1138,Binondo Elementary School,0,6,20567566,Bridges and Roads,Yes,19.3,DSWD
137,2008-05-21,2008,May,Manila,Pandacan,14.5873,121.00519999999999,Very High,1.96,Neck-deep,62,245.8,Scattered Showers,None (Monsoon),None,3948,815,727,Binondo Elementary School,0,12,12953618,Bridges and Roads,Yes,19.6,PAGASA
138,2003-10-20,2003,October,Manila,Sta. Ana,14.5748,121.0093,High,2.11,House-roof level,46,199.3,Monsoon Rains,Marce,Signal No. 4,1165,312,154,Pandacan Elementary School,0,13,2142295,None,Yes,13.5,LGU Report
139,2012-12-15,2012,December,Manila,San Andres Bukid,14.581000000000001,120.9989,High,0.68,Waist-deep,46,193.6,Typhoon,Pepito,Signal No. 2,7097,1967,1271,Binondo Elementary School,0,4,8716357,None,No,12.0,NDRRMC
140,2001-05-20,2001,May,Caloocan,Bagong Barrio,14.6707,120.9879,High,2.45,House-roof level,34,165.5,Monsoon Rains,None (Monsoon),None,2592,656,226,Camarin Elementary School,0,3,10449126,Homes,Yes,18.4,LGU Report
141,2024-07-04,2024,July,Caloocan,Grace Park,14.6595,120.9833,High,0.89,Waist-deep,60,149.0,Heavy Rain,None (Monsoon),None,1038,215,251,Camarin Elementary School,0,4,1105954,Roads,Yes,5.4,DSWD
142,2015-09-23,2015,September,Caloocan,Camarin,14.7347,121.0116,Moderate,1.31,Chest-deep,41,363.9,Heavy Rain,None (Monsoon),None,5383,1137,438,Baesa National High School,0,5,11032865,None,No,7.3,PAGASA
143,2023-01-28,2023,January,Caloocan,Baesa,14.693,121.0017,High,2.96,House-roof level,92,364.3,Scattered Showers,None (Monsoon),None,6877,1267,694,Grace Park Elementary School,0,4,39140153,None,No,12.0,DSWD
144,2012-01-20,2012,January,Parañaque,BF Homes,14.4868,121.0128,Moderate,0.98,Waist-deep,26,357.6,Scattered Showers,Ursula,Signal No. 3,3902,766,152,BF Homes Covered Court,0,7,4415062,None,Yes,17.7,LGU Report
145,2016-01-26,2016,January,Parañaque,La Huerta,14.4934,120.99860000000001,Moderate,1.29,Chest-deep,36,134.7,Monsoon Rains,Rolly,Signal No. 3,3458,793,194,Parañaque National High School,0,2,7281326,None,Yes,1.6,LGU Report
146,2000-09-23,2000,September,Parañaque,Baclaran,14.5242,120.997,High,0.64,Waist-deep,26,221.1,Continuous Rain,None (Monsoon),None,3815,695,688,La Huerta Elementary School,0,1,5490784,Homes,No,2.4,MMDA
147,2002-04-28,2002,April,Las Piñas,Almanza Dos,14.4625,120.9823,Moderate,0.65,Waist-deep,21,312.2,Heavy Rain,None (Monsoon),None,6147,1549,700,Las Piñas City Hall Gymnasium,0,3,2620591,Roads and Homes,Yes,0.7,PAGASA
148,2005-05-29,2005,May,Las Piñas,Pulang Lupa Dos,14.468499999999999,120.9754,Moderate,1.48,Chest-deep,29,203.2,Heavy Rain,None (Monsoon),None,5885,1616,269,Las Piñas City Hall Gymnasium,0,5,10757677,Bridges,Yes,2.1,DSWD
149,2000-05-18,2000,May,Muntinlupa,Tunasan,14.3881,121.0304,Moderate,0.95,Waist-deep,12,349.3,Monsoon Rains,None (Monsoon),None,3805,969,274,Alabang Covered Court,0,7,8024474,Roads,No,8.8,LGU Report
150,2014-02-08,2014,February,Muntinlupa,Alabang,14.425899999999999,121.0419,Low,0.41,Knee-deep,4,290.4,Scattered Showers,None (Monsoon),None,2468,617,88,Alabang Covered Court,0,0,2221870,Bridges and Roads,Yes,18.1,PAGASA
151,2002-06-13,2002,June,Taguig,Ususan,14.509,121.0627,High,2.42,House-roof level,36,305.2,Scattered Showers,Ondoy,Signal No. 3,4254,1068,701,Ususan Elementary School,0,18,13812650,Roads and Homes,Yes,0.9,NDRRMC
152,2000-08-13,2000,August,Taguig,Pinagsama,14.5237,121.059,Moderate,0.47,Knee-deep,4,252.6,Monsoon Rains,None (Monsoon),None,7757,1527,288,Pinagsama Covered Court,0,3,6940203,Bridges and Roads,Yes,7.0,PAGASA
153,2003-07-18,2003,July,Taguig,Lower Bicutan,14.514100000000001,121.0536,Moderate,0.82,Waist-deep,15,284.6,Heavy Rain,None (Monsoon),None,6819,1641,331,Lower Bicutan Covered Court,0,6,10959031,Roads,No,3.2,DSWD
154,2002-06-20,2002,June,Malabon,Longos,14.6624,120.9584,Very High,1.74,Neck-deep,56,54.5,Continuous Rain,Tonyo,Signal No. 3,1178,312,181,Catmon Covered Court,0,8,4029486,Homes,No,6.9,NDRRMC
155,2011-10-18,2011,October,Malabon,Panghulo,14.6678,120.9572,Very High,3.35,House-roof level,159,194.0,Scattered Showers,Quedan,Signal No. 2,5340,1210,924,Longos Elementary School,1,7,17116353,Roads,Yes,1.6,PAGASA
156,2017-03-06,2017,March,Malabon,Tañong,14.6583,120.956,Very High,4.18,House-roof level,57,371.2,Typhoon,None (Monsoon),None,7828,2192,3429,Longos Elementary School,0,20,34112204,Bridges and Roads,Yes,4.7,DSWD
157,2002-01-22,2002,January,Malabon,Catmon,14.659899999999999,120.9542,Very High,4.32,House-roof level,29,387.9,Heavy Rain,Kiko,Signal No. 4,7384,1816,2137,Catmon Covered Court,5,19,63132731,Roads and Homes,Yes,17.7,DSWD
158,2010-12-30,2010,December,Malabon,Hulong Duhat,14.6622,120.955,High,0.71,Waist-deep,58,385.8,Scattered Showers,None (Monsoon),None,395,94,51,Malabon City Hall Covered Court,0,6,616432,Bridges and Roads,Yes,10.4,NDRRMC
159,2006-05-21,2006,May,Malabon,Acacia,14.6643,120.957,High,2.22,House-roof level,17,257.9,Scattered Showers,None (Monsoon),None,559,105,158,Panghulo Elementary School,0,2,2061939,Roads and Homes,Yes,14.4,NDRRMC
160,2019-07-06,2019,July,Navotas,Bangculasi,14.6622,120.9409,Very High,3.15,House-roof level,45,420.4,Scattered Showers,Ursula,Signal No. 3,2139,411,508,North Bay Blvd Evacuation Center,1,12,5203127,Roads,Yes,11.1,PAGASA
161,2018-03-27,2018,March,Navotas,Daanghari,14.658800000000001,120.9435,Very High,0.98,Waist-deep,103,156.0,Monsoon Rains,Pepito,Signal No. 3,6510,1581,1382,Navotas Sports Complex,0,3,13855965,Bridges,No,9.8,NDRRMC
162,2013-05-28,2013,May,Navotas,Navotas East,14.658299999999999,120.9401,Very High,1.54,Neck-deep,56,272.4,Heavy Rain,Ulysses,Signal No. 4,454,87,197,Bangculasi Elementary School,0,1,1510706,Roads and Homes,No,16.6,NDRRMC
163,2011-08-11,2011,August,Navotas,Navotas West,14.655899999999999,120.9397,Very High,4.17,House-roof level,31,308.4,Heavy Rain,None (Monsoon),None,378,97,169,Navotas City Hall Gymnasium,4,3,1317719,Roads and Homes,No,1.2,LGU Report
164,2007-10-02,2007,October,Navotas,North Bay Blvd South,14.6531,120.9366,High,1.26,Chest-deep,29,63.9,Continuous Rain,None (Monsoon),None,2452,465,347,Navotas City Hall Gymnasium,0,7,4090476,Homes,No,3.7,MMDA
165,2023-08-02,2023,August,Valenzuela,Bisig,14.7005,120.9785,Very High,1.5,Neck-deep,151,335.3,Monsoon Rains,Nonoy,Signal No. 3,6711,1573,1045,Valenzuela National High School Gym,0,10,12852530,Bridges,Yes,21.6,PAGASA
166,2002-08-17,2002,August,Valenzuela,Lawang Bato,14.7054,120.9758,Very High,3.73,House-roof level,132,143.1,Scattered Showers,Queenie,Signal No. 2,4537,971,1167,Valenzuela National High School Gym,0,3,34321547,Roads and Homes,No,22.5,MMDA
167,2007-11-25,2007,November,Valenzuela,Lingunan,14.7087,120.9819,High,0.94,Waist-deep,46,286.6,Scattered Showers,None (Monsoon),None,6804,1613,1649,Valenzuela National High School Gym,0,9,5015584,Roads and Homes,No,4.6,NDRRMC
168,2004-01-18,2004,January,Valenzuela,Punturin,14.713000000000001,120.983,High,0.45,Knee-deep,83,182.7,Continuous Rain,None (Monsoon),None,1992,447,168,Lawang Bato Covered Court,0,1,2095390,Roads,Yes,14.3,MMDA
169,2004-12-22,2004,December,Valenzuela,Parada,14.6992,120.9794,High,2.59,House-roof level,52,208.2,Continuous Rain,Rolly,Signal No. 3,794,147,128,Bisig Elementary School,0,20,4979356,Bridges and Roads,No,5.7,DSWD
170,2007-11-12,2007,November,Marikina,Tumana,14.6564,121.1061,Very High,2.01,House-roof level,87,330.8,Continuous Rain,Quedan,Signal No. 1,1243,354,252,Concepcion National High School,0,19,2352997,Bridges,No,18.0,MMDA
171,2015-07-23,2015,July,Marikina,Calumpang,14.6475,121.104,Very High,4.43,House-roof level,54,333.6,Scattered Showers,None (Monsoon),None,5411,1471,2248,Marikina City Hall Gymnasium,2,15,45217238,None,Yes,1.6,LGU Report
172,2018-10-28,2018,October,Marikina,Concepcion Dos,14.660799999999998,121.1098,Very High,4.38,House-roof level,117,200.1,Monsoon Rains,None (Monsoon),None,4239,1008,1757,Tumana Elementary School,1,2,20234440,Roads,No,4.5,LGU Report
173,2007-03-21,2007,March,Marikina,Industrial Valley,14.6542,121.11160000000001,High,2.28,House-roof level,76,287.6,Typhoon,None (Monsoon),None,7915,2147,2197,Marikina Sports Center,0,20,14978244,Roads,No,5.3,MMDA
174,2018-05-11,2018,May,Marikina,Nangka,14.6704,121.1081,High,2.18,House-roof level,75,88.4,Continuous Rain,Kiko,Signal No. 4,2373,579,534,Marikina Sports Center,0,13,3493197,Roads and Homes,Yes,2.8,MMDA
175,2007-08-30,2007,August,Marikina,Fortune,14.672,121.11,High,2.02,House-roof level,16,209.0,Heavy Rain,Tisoy,Signal No. 3,4079,990,1083,Concepcion National High School,0,11,18711965,Homes,No,11.4,MMDA
176,2012-01-18,2012,January,Pasig,Pinagbuhatan,14.5612,121.1043,Very High,2.76,House-roof level,50,317.3,Typhoon,None (Monsoon),None,6362,1722,2283,Ugong Elementary School,1,26,22374044,None,No,14.0,MMDA
177,2021-05-13,2021,May,Pasig,Bambang,14.5595,121.0982,Very High,1.7,Neck-deep,113,278.5,Heavy Rain,Quedan,Signal No. 2,7595,2127,3084,Pasig Sports Center,0,5,31559963,Roads and Homes,Yes,23.7,LGU Report
178,2009-01-21,2009,January,Pasig,Ugong,14.5645,121.072,High,2.99,House-roof level,86,414.3,Heavy Rain,None (Monsoon),None,1411,351,371,Pasig City Hall Gymnasium,0,10,9337451,Roads,No,3.1,MMDA
179,2006-08-25,2006,August,Pasig,Dela Paz,14.573699999999999,121.0824,High,1.83,Neck-deep,80,92.3,Scattered Showers,None (Monsoon),None,6412,1732,1873,Ugong Elementary School,0,13,12065717,Roads and Homes,Yes,4.5,LGU Report
180,2006-06-14,2006,June,Pasig,Palatiw,14.5629,121.1008,High,1.97,Neck-deep,93,401.6,Heavy Rain,None (Monsoon),None,5882,1370,990,Pasig Sports Center,0,11,6262668,Homes,No,20.7,NDRRMC
181,2010-03-23,2010,March,Quezon City,Batasan Hills,14.6889,121.1134,High,0.66,Waist-deep,62,216.7,Continuous Rain,None (Monsoon),None,6540,1619,1711,Payatas Elementary School Covered Court,0,1,10043682,Bridges and Roads,No,19.8,DSWD
182,2007-02-17,2007,February,Quezon City,Commonwealth,14.6803,121.10860000000001,High,0.48,Knee-deep,96,259.7,Continuous Rain,Pepito,Signal No. 2,4351,859,734,Quezon City Reception Area,0,1,1182376,Bridges,No,9.2,LGU Report
183,2022-08-28,2022,August,Quezon City,Payatas,14.7239,121.1182,High,1.37,Chest-deep,21,287.6,Scattered Showers,Nonoy,Signal No. 3,5780,1361,501,Batasan Hills National High School Gym,0,13,18125547,Homes,Yes,9.6,MMDA
184,2009-08-12,2009,August,Quezon City,Bagong Silangan,14.7018,121.1306,Moderate,1.3,Chest-deep,43,213.8,Typhoon,Tisoy,Signal No. 1,2044,506,227,Batasan Hills National High School Gym,0,10,2249057,Bridges and Roads,No,17.2,PAGASA
185,2019-01-04,2019,January,Quezon City,Novaliches Proper,14.7355,121.0243,Moderate,1.35,Chest-deep,24,320.9,Typhoon,None (Monsoon),None,3960,893,238,QC Sports Club,0,1,2751560,Homes,No,7.5,NDRRMC
186,2021-08-10,2021,August,Manila,Tondo,14.6185,120.9663,Very High,0.76,Waist-deep,82,312.4,Scattered Showers,None (Monsoon),None,5447,1343,1348,Pandacan Elementary School,0,2,6352761,Bridges and Roads,No,16.0,MMDA
187,2001-02-21,2001,February,Manila,Binondo,14.5998,120.97449999999999,High,2.07,House-roof level,43,344.7,Scattered Showers,Quedan,Signal No. 2,2325,539,649,Pandacan Elementary School,0,20,9961401,Bridges and Roads,No,20.4,DSWD
188,2008-02-15,2008,February,Manila,Pandacan,14.5872,121.0051,Very High,1.68,Neck-deep,132,273.6,Scattered Showers,None (Monsoon),None,1248,252,464,Tondo Sports Complex,0,7,4169000,Homes,No,6.6,PAGASA
189,2020-10-20,2020,October,Manila,Sta. Ana,14.5739,121.00869999999999,High,2.6,House-roof level,66,427.7,Typhoon,Queenie,Signal No. 1,639,136,172,Binondo Elementary School,1,4,1287137,Bridges and Roads,No,3.9,MMDA
190,2003-08-17,2003,August,Manila,San Andres Bukid,14.581000000000001,120.99980000000001,High,1.62,Neck-deep,86,230.8,Typhoon,Pepito,Signal No. 2,1648,455,245,Tondo Sports Complex,0,13,4717399,Roads and Homes,Yes,1.4,MMDA
191,2016-09-25,2016,September,Caloocan,Bagong Barrio,14.6712,120.9874,High,2.87,House-roof level,47,320.7,Continuous Rain,None (Monsoon),None,6400,1648,1685,Grace Park Elementary School,0,4,12957089,Roads,Yes,7.5,PAGASA
192,2020-06-13,2020,June,Caloocan,Grace Park,14.658299999999999,120.98440000000001,High,2.27,House-roof level,82,448.2,Continuous Rain,Nonoy,Signal No. 3,4493,851,693,Grace Park Elementary School,0,12,5489665,Bridges,Yes,14.4,MMDA
193,2005-07-10,2005,July,Caloocan,Camarin,14.734300000000001,121.01209999999999,Moderate,0.61,Waist-deep,43,152.3,Heavy Rain,Ondoy,Signal No. 1,6689,1273,230,Caloocan City Gymnasium,0,0,7668903,Bridges and Roads,No,11.6,MMDA
194,2009-03-20,2009,March,Caloocan,Baesa,14.6915,121.0004,High,2.18,House-roof level,86,315.0,Typhoon,Quedan,Signal No. 2,276,57,40,Caloocan City Gymnasium,0,19,442517,Bridges,Yes,18.8,DSWD
195,2009-01-17,2009,January,Parañaque,BF Homes,14.4881,121.0131,Moderate,0.6,Waist-deep,28,414.1,Typhoon,None (Monsoon),None,2619,569,128,La Huerta Elementary School,0,1,794304,Bridges and Roads,No,4.0,NDRRMC
196,2022-12-14,2022,December,Parañaque,La Huerta,14.4927,120.998,Moderate,0.21,Knee-deep,48,232.7,Scattered Showers,None (Monsoon),None,1029,214,142,BF Homes Covered Court,0,0,151180,Homes,No,19.3,PAGASA
197,2019-02-09,2019,February,Parañaque,Baclaran,14.5229,120.9983,High,2.29,House-roof level,18,390.8,Continuous Rain,None (Monsoon),None,7173,1997,1770,La Huerta Elementary School,0,14,39589998,Homes,No,4.8,LGU Report
198,2017-12-14,2017,December,Las Piñas,Almanza Dos,14.461400000000001,120.9832,Moderate,1.45,Chest-deep,19,370.0,Continuous Rain,None (Monsoon),None,7046,1354,537,Las Piñas City Hall Gymnasium,0,2,19333467,Bridges,Yes,10.3,DSWD
199,2021-08-26,2021,August,Las Piñas,Pulang Lupa Dos,14.4688,120.9747,Moderate,1.22,Chest-deep,45,193.4,Typhoon,Tisoy,Signal No. 2,3789,889,196,Almanza Elementary School,0,1,10517237,None,No,0.8,DSWD
200,2010-01-17,2010,January,Muntinlupa,Tunasan,14.3887,121.0319,Moderate,1.47,Chest-deep,44,330.2,Typhoon,Tisoy,Signal No. 2,7352,1617,519,Tunasan Elementary School,0,10,20021767,Bridges and Roads,Yes,0.8,MMDA
201,2022-09-05,2022,September,Muntinlupa,Alabang,14.4254,121.0418,Low,0.43,Knee-deep,8,178.3,Monsoon Rains,Rolly,Signal No. 1,7322,1463,121,Muntinlupa City Hall Gymnasium,0,4,5625147,Roads and Homes,No,19.3,LGU Report
202,2003-12-13,2003,December,Taguig,Ususan,14.5097,121.0635,High,2.61,House-roof level,63,311.3,Monsoon Rains,Marce,Signal No. 1,2789,620,295,Taguig City University Gymnasium,0,19,12921294,None,No,22.8,PAGASA
203,2002-06-08,2002,June,Taguig,Pinagsama,14.5239,121.0586,Moderate,1.24,Chest-deep,31,239.3,Typhoon,None (Monsoon),None,2919,615,283,Taguig City University Gymnasium,0,1,7306588,None,No,13.4,PAGASA
204,2004-10-07,2004,October,Taguig,Lower Bicutan,14.514000000000001,121.0539,Moderate,0.16,Knee-deep,12,338.6,Continuous Rain,Quedan,Signal No. 2,4233,857,198,Taguig City University Gymnasium,0,1,630668,Homes,Yes,18.3,NDRRMC
205,2005-07-11,2005,July,Malabon,Longos,14.664,120.958,Very High,3.59,House-roof level,127,103.9,Monsoon Rains,Kiko,Signal No. 1,3946,729,1371,Panghulo Elementary School,0,32,29212889,Bridges,Yes,2.9,DSWD
206,2014-06-09,2014,June,Malabon,Panghulo,14.6678,120.9588,Very High,2.52,House-roof level,110,354.9,Typhoon,Tonyo,Signal No. 3,3629,680,1610,Longos Elementary School,5,22,20785611,Bridges and Roads,No,17.2,DSWD
207,2009-09-30,2009,September,Malabon,Tañong,14.6587,120.9555,Very High,1.3,Chest-deep,86,442.5,Continuous Rain,None (Monsoon),None,5824,1202,1476,Malabon National High School,0,8,14299149,Homes,No,14.2,LGU Report
208,2023-12-13,2023,December,Malabon,Catmon,14.6595,120.9551,Very High,1.64,Neck-deep,120,202.3,Scattered Showers,Ondoy,Signal No. 2,6821,1837,1049,Longos Elementary School,0,8,8869244,Bridges,Yes,8.9,LGU Report
209,2004-08-06,2004,August,Malabon,Hulong Duhat,14.6608,120.9563,High,1.96,Neck-deep,92,308.8,Heavy Rain,Kiko,Signal No. 3,6257,1584,1274,Panghulo Elementary School,0,10,29821276,Bridges,No,20.0,PAGASA
